temp_inst,umidade_inst,pressao_inst,vento_vel,vento_raj,chuva,radiacao
,66.80327868852459,1012.2552906110284,2.180327868852459,11.0,45.6,574610.5
,66.84253028263795,1012.8137281292059,2.198115746971736,11.6,78.60000000000001,612127.2
,67.83449235048678,1012.458187134503,2.123087621696801,13.6,109.2,563952.4
,73.37655172413793,1014.3969529085872,1.638896551724138,13.4,416.8,429282.4
,74.19540229885058,1015.907225433526,1.6653735632183906,13.7,222.2,370911.1
,72.33423180592992,1017.7601078167116,1.634231805929919,10.3,179.0,437243.0
,70.84636118598382,1017.5245283018867,1.8113207547169812,11.3,204.6,473315.7
,69.02564102564102,1017.4615384615385,2.135897435897436,10.7,93.8,505923.2
,67.78461538461538,1018.3892307692308,1.383076923076923,9.8,4.0,33564.6
,,,,,0.0,0.0
,,,,,0.0,0.0
